genome,cluster,type,contig,start,end
NT12146_287,1,thiopeptide,c00046_IAI49_c..,456149,482442
NT12147_288,1,NRPS,c00005_IAI50_c..,0,32109
NT12147_288,1,arylpolyene,c00035_IAI50_c..,47743,91331
NT12147_288,1,arylpolyene|ladderane,c00052_IAI50_c..,152431,194990
NT12147_288,2,thiopeptide,c00052_IAI50_c..,325458,351751
NT12148_289,1,thiopeptide,c00010_IAI51_c..,202591,228884
NT12148_289,1,NRPS|T1PKS,c00032_IAI51_c..,121,91495
NT12148_289,1,arylpolyene,c00034_IAI51_c..,26495,62719
NT12148_289,1,NRPS,c00054_IAI51_c..,14484,58366
NT12148_289,1,NRPS-like,c00058_IAI51_c..,0,4498
NT12149,1,NRPS|T1PKS,3,758,121336
NT12149,1,NRPS,4,14407,58289
NT12149,2,thiopeptide,4,383692,409985
NT12149,1,arylpolyene,28,0,18800
NT12150_291,1,thiopeptide,c00045_IAI53_c..,198544,224837
NT12150_291,1,siderophore,c00054_IAI53_c..,0,12065
NT12150_291,1,NRPS|T1PKS,c00062_IAI53_c..,331743,382491
NT12150_291,1,NRPS,c00070_IAI53_c..,49129,77892
NT12151_112,1,NRPS|T1PKS,c00041_IAI54_c..,337158,391933
NT12151_112,2,NRPS|T1PKS,c00041_IAI54_c..,406005,479758
NT12151_112,1,arylpolyene,c00045_IAI54_c..,0,38391
NT12151_112,1,NRPS,c00058_IAI54_c..,122162,166044
NT12151_112,1,thiopeptide,c00062_IAI54_c..,198693,224986
NT12151_112,1,RiPP-like,c00066_IAI54_c..,0,6287
NT12152_292,1,thiopeptide,c00001_IAI55_c..,154112,180405
NT12152_292,1,NRPS,c00004_IAI55_c..,316467,360349
NT12152_292,1,NRPS|T1PKS,c00035_IAI55_c..,57172,112859
NT12153_293,1,NRPS,c00028_IAI56_c..,6688,50570
NT12153_293,1,siderophore,c00030_IAI56_c..,2315,15990
NT12153_293,1,thiopeptide,c00043_IAI56_c..,79944,106237
NT12153_293,1,T1PKS|NRPS,c00062_IAI56_c..,0,50090
NT12154_113,1,NRPS|T1PKS,c00038_IAI57_c..,201,120779
NT12154_113,1,NRPS,c00039_IAI57_c..,178343,222225
NT12154_113,2,thiopeptide,c00039_IAI57_c..,536264,562557
NT12154_113,1,arylpolyene,c00044_IAI57_c..,38702,82290
NT12154_113,1,RiPP-like,c00049_IAI57_c..,0,6287
NT12155_294,1,LAP,c00030_IAI58_c..,8213,30203
NT12155_294,1,siderophore,c00097_IAI58_c..,0,11759
NT12155_294,1,thiopeptide,c00100_IAI58_c..,0,14992
NT12155_294,1,T1PKS|NRPS,c00110_IAI58_c..,9548,49632
NT12155_294,1,NRPS,c00148_IAI58_c..,0,28996
NT12156_295,1,siderophore,c00034_IAI59_c..,0,13239
NT12156_295,1,NRPS|T1PKS,c00056_IAI59_c..,85788,128958
NT12156_295,1,NRPS,c00071_IAI59_c..,49128,93010
NT12156_295,1,thiopeptide,c00096_IAI59_c..,19132,45425
NT12157_114,1,NRPS|T1PKS,c00024_IAI60_c..,0,42825
NT12157_114,1,thiopeptide,c00026_IAI60_c..,286935,313228
NT12157_114,1,siderophore,c00032_IAI60_c..,0,12682
NT12157_114,1,NRPS,c00043_IAI60_c..,318885,361416
NT12158_296,1,NRPS|T1PKS,c00009_IAI61_c..,88756,143783
NT12158_296,1,thiopeptide,c00012_IAI61_c..,230835,257128
NT12158_296,1,siderophore,c00032_IAI61_c..,0,12208
NT12158_296,1,NRPS,c00056_IAI61_c..,49382,93264
NT12159_750,1,NRPS,c0013,122325,166207
NT12159_750,1,thiopeptide,c0190,419542,445835
NT12159_750,1,NRPS|T1PKS,c0254,447430,568482
NT12160_115,1,thiopeptide,c00013_IAI63_c..,224528,250821
NT12160_115,2,NRPS,c00013_IAI63_c..,528048,571930
NT12160_115,1,NRPS|T1PKS,c00123_IAI63_c..,447576,568678
NT12161_297,1,T1PKS|NRPS,c00065_IAI64_c..,22658,69083
NT12161_297,1,arylpolyene,c00069_IAI64_c..,0,1693
NT12161_297,1,arylpolyene,c00080_IAI64_c..,0,14087
NT12161_297,1,thiopeptide,c00123_IAI64_c..,265223,291516
NT12161_297,1,NRPS,c00151_IAI64_c..,54684,98566
NT12162_298,1,T1PKS|NRPS,c00046_IAI65_c..,0,34573
NT12162_298,1,thiopeptide,c00051_IAI65_c..,79842,106135
NT12162_298,1,NRPS,c00052_IAI65_c..,7521,51403
NT12163_299,1,NRPS|T1PKS,c00007_IAI66_c..,85788,128448
NT12163_299,1,thiopeptide,c00021_IAI66_c..,118365,144658
NT12163_299,1,NRPS,c00047_IAI66_c..,49379,93261
NT12164_300,1,thiopeptide,c00039_IAI67_c..,198233,224559
NT12164_300,1,NRPS|T1PKS,c00060_IAI67_c..,4625,59313
NT12164_300,1,NRPS,c00093_IAI67_c..,122280,166162
NT12164_300,1,siderophore,c00113_IAI67_c..,0,11477
NT12165_301,1,NRPS,c00009_IAI68_c..,122687,166569
NT12165_301,1,T1PKS|NRPS,c00013_IAI68_c..,19509,75196
NT12165_301,1,arylpolyene,c00032_IAI68_c..,0,38556
NT12165_301,1,thiopeptide,c00048_IAI68_c..,527087,553380
NT12165_301,1,NRPS|T1PKS,c00050_IAI68_c..,0,67145
NT12165_301,1,siderophore,c00073_IAI68_c..,3999,15350
NT12166_302,1,NRPS,c00008_IAI69_c..,122091,165973
NT12166_302,1,RRE-containing,c00017_IAI69_c..,0,18196
NT12166_302,1,RRE-containing,c00027_IAI69_c..,0,16792
NT12166_302,1,T1PKS|NRPS,c00064_IAI69_c..,0,32317
NT12166_302,1,thiopeptide,c00067_IAI69_c..,197275,223568
NT12166_302,1,siderophore,c00080_IAI69_c..,0,12502
NT12167_303,1,thiopeptide,c00015_IAI70_c..,154358,180651
NT12167_303,1,NRPS|T1PKS,c00017_IAI70_c..,0,64761
NT12167_303,1,arylpolyene,c00056_IAI70_c..,0,18797
NT12167_303,1,NRPS,c00083_IAI70_c..,122495,166377
NT12167_303,1,T1PKS|NRPS,c00091_IAI70_c..,0,50764
NT12168_304,1,NRPS|T1PKS,c00026_IAI71_c..,0,45910
NT12168_304,1,siderophore,c00039_IAI71_c..,9820,24235
NT12168_304,1,NRPS,c00056_IAI71_c..,274957,318839
NT12168_304,1,thiopeptide,c00057_IAI71_c..,79640,105933
NT12168_304,1,arylpolyene,c00063_IAI71_c..,0,35848
NT12168_304,1,NRPS-like,c00069_IAI71_c..,0,4499
NT12168_304,1,NRPS|T1PKS,c00085_IAI71_c..,0,43414
NT12169_305,1,NRPS,c00009_IAI72_c..,6375,50257
NT12169_305,1,arylpolyene,c00037_IAI72_c..,695,26974
NT12169_305,1,siderophore,c00059_IAI72_c..,14871,25885
NT12169_305,1,T1PKS|NRPS,c00081_IAI72_c..,309,104788
NT12169_305,1,thiopeptide,c00085_IAI72_c..,123086,149379
NT12170_306,1,T1PKS|NRPS,c00002_IAI73_c..,0,48772
NT12170_306,1,NRPS,c00015_IAI73_c..,16397,60279
NT12170_306,1,thiopeptide,c00024_IAI73_c..,154339,180632
NT12170_306,1,NRPS|T1PKS|NRPS-like,c00041_IAI73_c..,208439,279084
NT12170_306,1,arylpolyene,c00056_IAI73_c..,0,20684
NT12171_307,1,thiopeptide,c00004_IAI74_c..,202181,228474
NT12171_307,1,NRPS,c00045_IAI74_c..,6688,50570
NT12171_307,1,T1PKS|NRPS,c00064_IAI74_c..,451,109980
NT12171_307,1,arylpolyene,c00099_IAI74_c..,122872,158826
NT12172_308,1,NRPS,c00002_IAI75_c..,78660,122542
NT12172_308,1,T1PKS|NRPS,c00033_IAI75_c..,0,39242
NT12172_308,1,NRPS|T1PKS,c00043_IAI75_c..,0,66161
NT12172_308,1,thiopeptide,c00046_IAI75_c..,165539,191832
NT12173_309,1,NRPS|T1PKS,c00036_IAI76_c..,208273,263256
NT12173_309,1,NRPS-like|NRPS,c00059_IAI76_c..,0,15751
NT12173_309,1,NRPS,c00061_IAI76_c..,49366,93248
NT12173_309,1,thiopeptide,c00065_IAI76_c..,11230,37523
NT12173_309,1,T1PKS|NRPS,c00070_IAI76_c..,0,48879
NT12174_310,1,NRPS,c00001_IAI77_c..,19794,63676
NT12174_310,1,arylpolyene,c00008_IAI77_c..,0,35904
NT12174_310,2,thiopeptide,c00008_IAI77_c..,142005,168298
NT12174_310,1,T1PKS|NRPS,c00059_IAI77_c..,462,104289
NT12175_311,1,siderophore,c00027_IAI78_c..,5227,16577
NT12175_311,1,thiopeptide,c00046_IAI78_c..,83852,110145
NT12175_311,1,NRPS,c00057_IAI78_c..,122658,166540
NT12175_311,1,NRPS|T1PKS,c00104_IAI78_c..,114,119891
NT12176_312,1,thiopeptide,c00075_IAI79_c..,105647,131940
NT12176_312,1,NRPS,c00079_IAI79_c..,49367,93249
NT12176_312,1,siderophore,c00098_IAI79_c..,5227,16578
NT12176_312,1,NRPS|T1PKS,c00109_IAI79_c..,127007,244243
NT12177_313,1,siderophore,c00015_IAI80_c..,0,11015
NT12177_313,1,thiopeptide,c00018_IAI80_c..,11214,37507
NT12177_313,1,T1PKS|NRPS,c00026_IAI80_c..,0,46488
NT12177_313,1,NRPS|T1PKS,c00033_IAI80_c..,0,65326
NT12177_313,1,NRPS,c00043_IAI80_c..,87925,127728
NT12178_314,1,siderophore,c00011_IAI81_c..,5226,16241
NT12178_314,1,NRPS|T1PKS,c00045_IAI81_c..,0,64531
NT12178_314,1,T1PKS|NRPS,c00068_IAI81_c..,0,54982
NT12178_314,1,thiopeptide,c00088_IAI81_c..,83852,110145
NT12178_314,1,NRPS,c00099_IAI81_c..,49479,89796
NT12179_315,1,T1PKS|NRPS,c00025_IAI82_c..,0,50756
NT12179_315,1,thiopeptide,c00027_IAI82_c..,165405,191698
NT12179_315,2,arylpolyene,c00027_IAI82_c..,297620,341208
NT12179_315,1,NRPS,c00049_IAI82_c..,49254,93136
NT12179_315,1,NRPS|T1PKS,c00064_IAI82_c..,0,64403
NT12191_751,1,thiopeptide,c0171,155892,182185
NT12191_751,1,NRPS,c0274,4821,48703
NT12191_751,1,arylpolyene,c0285,138393,181981
NT12191_751,1,T1PKS|NRPS,c0342,12244,59701
NT12192_27,1,NRPS,NC_004431.1,636948,679621
NT12192_27,2,thiopeptide,NC_004431.1,991298,1017592
NT12192_27,3,arylpolyene,NC_004431.1,1123726,1167314
NT12192_27,4,NRPS|T1PKS,NC_004431.1,2207294,2333901
NT12192_27,5,siderophore,NC_004431.1,3459727,3474142
NT12193_86,1,siderophore,NZ_AJWU01000052,0,12033
NT12193_86,1,thiopeptide,NZ_AJWU01000156,29391,48186
NT12193_86,1,NRPS|T1PKS,NZ_AJWU01000225,12901,57159
NT12193_86,1,RiPP-like,NZ_AJWU01000288,0,6230
NT12194_61,1,NRPS,NC_017633.1,648402,691247
NT12194_61,2,thiopeptide,NC_017633.1,1043874,1070167
NT12194_61,3,NRPS|T1PKS,NC_017633.1,2209566,2265253
NT12194_61,4,arylpolyene,NC_017633.1,3417209,3460797
NT12195_148,1,NRPS,NC_011601.1,525223,569105
NT12195_148,2,thiopeptide,NC_011601.1,935546,961839
NT12196_324,1,ladderane|arylpolyene,c00034_O157_co..,31596,74155
NT12196_324,1,NRPS,c00090_O157_co..,0,29274
NT12196_324,1,RiPP-like,c00111_O157_co..,2374,12626
NT12196_324,1,thiopeptide,c00135_O157_co..,66472,92765
NT12196_324,1,arylpolyene,c00145_O157_co..,133033,176621
NT12197_151,1,NRPS,NZ_CAFL01000013,20731,64613
NT12197_151,1,thiopeptide,NZ_CAFL01000021,18385,34445
NT12197_151,1,T1PKS|NRPS,NZ_CAFL01000056,0,48866
NT12197_151,1,siderophore,NZ_CAFL01000087,3892,16089
NT12198,1,thiopeptide,1,36625,62918
NT12198,1,NRPS,13,90331,119019
NT12198,1,NRPS|T1PKS,29,2176,57863
NT12198,1,siderophore,50,0,11103
NT12198,1,RRE-containing,54,13969,27442
NT12199_325,1,siderophore,c00013_ZG-1.13..,0,11405
NT12199_325,1,T1PKS|NRPS,c00022_ZG-1.13..,4095,57465
NT12199_325,1,NRPS,c00043_ZG-1.13..,0,28765
NT12199_325,1,RRE-containing,c00072_ZG-1.13..,0,13362
NT12199_325,1,thiopeptide,c00101_ZG-1.13..,14514,40807
NT12199_325,1,LAP,c00108_ZG-1.13..,0,6019
NT12200,1,thiopeptide,1,17518,43811
NT12200,1,NRPS,16,90331,119019
NT12200,1,NRPS|T1PKS,34,0,53293
NT12200,1,RRE-containing,56,0,13954
NT12200,1,siderophore,60,0,11103
NT12201,1,thiopeptide,20,25081,44617
NT12201,1,NRPS|T1PKS,34,0,31566
NT12201,1,NRPS,81,0,16999
NT12201,1,siderophore,162,0,7873
NT12201,1,LAP,264,0,3742
NT12202_326,1,thiopeptide,c00013_ZG-1.8_..,146039,172332
NT12202_326,1,LAP,c00031_ZG-1.8_..,0,6039
NT12202_326,1,NRPS,c00050_ZG-1.8_..,0,28765
NT12202_326,1,RRE-containing,c00087_ZG-1.8_..,0,14038
NT12202_326,1,siderophore,c00121_ZG-1.8_..,0,11015
NT12202_326,1,T1PKS|NRPS,c00129_ZG-1.8_..,4095,58320
NT12203,1,T1PKS|NRPS,27,8931,51496
NT12203,1,NRPS,31,21798,50717
NT12203,1,siderophore,55,0,14132
NT12203,1,LAP,62,0,19630
NT12203,1,thiopeptide,85,0,14839
NT12204_755,1,siderophore,contigs_0021,85,14500
NT12204_755,1,T1PKS|NRPS,contigs_0039,9598,52290
NT12204_755,1,LAP,contigs_0081,22720,44710
NT12204_755,1,thiopeptide,contigs_0180,0,15092
NT12204_755,1,NRPS,contigs_0215,0,29046
NT12205_756,1,T1PKS|NRPS,contigs_0003,9058,51750
NT12205_756,1,thiopeptide,contigs_0092,0,15092
NT12205_756,1,siderophore,contigs_0111,0,14259
NT12205_756,1,LAP,contigs_0143,25973,47963
NT12205_756,1,NRPS,contigs_0184,0,29046
NT12206,1,thiopeptide,14,0,21721
NT12206,1,siderophore,115,0,9992
NT12206,1,RiPP-like,181,0,3510
NT12206,1,RiPP-like,191,0,2940
NT12207,1,NRPS,14,92395,121146
NT12207,1,thiopeptide,19,67502,89221
NT12207,1,RiPP-like,86,0,4675
NT12207,1,RiPP-like,93,0,3509
NT12208,1,NRPS,8,0,27946
NT12208,1,RiPP-like,209,0,3510
NT12208,1,RiPP-like,237,0,2382
NT12209,1,NRPS,27,501,42601
NT12209,1,thiopeptide,37,0,18189
NT12209,1,T1PKS|NRPS,50,0,30653
NT12209,1,siderophore,105,4209,16008
NT12209,1,LAP,123,225,13162
NT12209,1,RiPP-like,333,0,2578
NT12210_329,1,NRPS,c00024_ZG-5.2_..,0,28764
NT12210_329,1,arylpolyene,c00029_ZG-5.2_..,0,26066
NT12210_329,1,NRPS|T1PKS,c00054_ZG-5.2_..,4280,129618
NT12211_330,1,arylpolyene,c00014_ZG-5.8_..,0,18326
NT12211_330,1,NRPS,c00017_ZG-5.8_..,0,28747
NT12211_330,1,T1PKS|NRPS|NRPS-like,c00023_ZG-5.8_..,0,59988
NT12211_330,1,T1PKS|NRPS,c00048_ZG-5.8_..,0,49324
NT12212_331,1,arylpolyene,c00009_ZG-5.9_..,0,17951
NT12212_331,1,NRPS,c00033_ZG-5.9_..,49284,78048
NT12212_331,1,NRPS|T1PKS,c00048_ZG-5.9_..,702,121280
NT12213_332,1,T1PKS|NRPS,c00006_ZG-6.1_..,67381,112259
NT12213_332,1,thiopeptide,c00045_ZG-6.1_..,197965,224258
NT12213_332,1,siderophore,c00052_ZG-6.1_..,0,14118
NT12213_332,1,RiPP-like,c00061_ZG-6.1_..,0,8794
NT12213_332,1,NRPS,c00069_ZG-6.1_..,122228,150994
NT12214,1,NRPS,2,0,28689
NT12214,2,thiopeptide,2,348709,375002
NT12214,1,T1PKS|NRPS,13,67034,122721
NT12214,1,RiPP-like,23,0,8717
NT12214,1,siderophore,37,3060,17101
NT12215_333,1,NRPS|T1PKS,c00006_ZG-7.1_..,0,75277
NT12215_333,1,T1PKS|NRPS,c00028_ZG-7.1_..,53122,108809
NT12215_333,1,siderophore,c00070_ZG-7.1_..,5227,16148
NT12215_333,1,thiopeptide,c00086_ZG-7.1_..,11214,31105
NT12215_333,1,NRPS,c00105_ZG-7.1_..,49356,93238
NT12216,1,NRPS,29,0,43312
NT12216,1,T1PKS|NRPS,36,0,42546
NT12216,1,NRPS|T1PKS,47,0,36025
NT12216,1,arylpolyene,56,0,27745
NT12216,1,siderophore,58,15132,25839
NT12216,1,NRPS,71,0,21376
NT12217_334,1,NRPS|T1PKS,c00017_ZG-7.8_..,0,74242
NT12217_334,1,thiopeptide,c00018_ZG-7.8_..,0,19892
NT12217_334,1,T1PKS|NRPS,c00060_ZG-7.8_..,53577,109264
NT12217_334,1,NRPS,c00062_ZG-7.8_..,49367,93249
NT12217_334,1,siderophore,c00070_ZG-7.8_..,5227,16242
NT12218_335,1,siderophore,c00008_ZG-7.9_..,5227,16554
NT12218_335,1,T1PKS|NRPS,c00063_ZG-7.9_..,53493,109180
NT12218_335,1,NRPS-like,c00090_ZG-7.9_..,0,4509
NT12218_335,1,thiopeptide,c00098_ZG-7.9_..,0,19892
NT12218_335,1,NRPS|T1PKS,c00109_ZG-7.9_..,108892,174963
NT12218_335,1,NRPS,c00117_ZG-7.9_..,193676,237558
NT12219_757,1,NRPS,contigs_0136,7859,51741
NT12219_757,2,thiopeptide,contigs_0136,328218,354511
NT12219_757,3,arylpolyene,contigs_0136,460577,495655
NT12219_757,1,siderophore,contigs_0153,3733,15434
NT12219_757,1,NRPS|T1PKS,contigs_0191,1001,121563
NT12220_758,1,NRPS,contigs_0042,7859,51741
NT12220_758,2,thiopeptide,contigs_0042,328190,354483
NT12220_758,3,arylpolyene,contigs_0042,460549,495627
NT12220_758,1,NRPS|T1PKS,contigs_0148,1001,121563
NT12220_758,1,siderophore,contigs_0273,3733,15655
NT12221_759,1,siderophore,contigs_0053,3733,15655
NT12221_759,1,NRPS,contigs_0059,7859,51741
NT12221_759,2,thiopeptide,contigs_0059,328532,354825
NT12221_759,3,arylpolyene,contigs_0059,460790,495868
NT12221_759,1,NRPS|T1PKS,contigs_0076,878,121440
NT12222,1,NRPS,3,254895,298777
NT12222,1,arylpolyene,8,0,34951
NT12222,2,thiopeptide,8,140916,167209
NT12222,1,NRPS|T1PKS,15,14107,135254
NT12222,1,siderophore,47,3606,15095
NT12223_336,1,siderophore,c00022_ZG-9.1_..,0,12509
NT12223_336,1,T1PKS|NRPS,c00041_ZG-9.1_..,0,50763
NT12223_336,1,NRPS,c00055_ZG-9.1_..,49370,93252
NT12223_336,1,thiopeptide,c00092_ZG-9.1_..,162570,188863
NT12224_760,1,siderophore,contigs_0333,0,12682
NT12224_760,1,LAP,contigs_0508,0,5943
NT12224_760,1,NRPS,contigs_1305,6738,50620
NT12224_760,1,T1PKS|NRPS,contigs_1547,12801,68488
NT12224_760,1,thiopeptide,contigs_1688,162496,188822
NT12225,1,thiopeptide,1,238843,265136
NT12225,1,NRPS,4,179495,223377
NT12225,1,NRPS|T1PKS,16,813,117214
NT12225,1,siderophore,44,0,12271
NT12226_337,1,NRPS|T1PKS,c00026_ZG-11.1..,0,41634
NT12226_337,1,siderophore,c00029_ZG-11.1..,0,11351
NT12226_337,1,arylpolyene,c00034_ZG-11.1..,0,19054
NT12226_337,1,NRPS|NRPS-like,c00041_ZG-11.1..,0,23346
NT12226_337,1,T1PKS|NRPS,c00044_ZG-11.1..,0,43837
NT12226_337,1,NRPS,c00102_ZG-11.1..,49619,93501
NT12226_337,1,thiopeptide,c00111_ZG-11.1..,154303,180596
NT12227,1,NRPS|T1PKS,2,233963,354475
NT12227,1,arylpolyene,4,0,34951
NT12227,2,thiopeptide,4,140913,167206
NT12227,1,NRPS,9,7510,51392
NT12227,1,siderophore,52,3617,14554
NT12228,1,T1PKS|NRPS,12,8931,59803
NT12228,1,NRPS,30,21797,50716
NT12228,1,siderophore,45,23058,37190
NT12228,1,LAP,54,8142,30132
NT12228,1,thiopeptide,76,0,14838
NT12229,1,T1PKS|NRPS,12,8933,59805
NT12229,1,NRPS,31,0,28919
NT12229,1,siderophore,58,0,14132
NT12229,1,LAP,59,8136,27358
NT12229,1,thiopeptide,79,0,14839
NT12230_338,1,RiPP-like,c00004_ZG-12.2..,0,7780
NT12230_338,1,NRPS,c00054_ZG-12.2..,7400,51282
NT12230_338,1,thiopeptide,c00090_ZG-12.2..,31589,57882
NT12231,1,NRPS|T1PKS,2,751,120926
NT12231,1,NRPS,5,254827,298709
NT12231,1,thiopeptide,7,233355,259648
NT12231,1,siderophore,28,15121,26610
NT12232_339,1,NRPS,c00012_ZG-13.2..,7571,51453
NT12232_339,1,siderophore,c00040_ZG-13.2..,14983,26333
NT12232_339,1,thiopeptide,c00043_ZG-13.2..,227328,253621
NT12232_339,1,NRPS|T1PKS,c00071_ZG-13.2..,201,120376
NT12233_340,1,NRPS,c00003_ZG-13.4..,49347,93229
NT12233_340,1,T1PKS|NRPS,c00011_ZG-13.4..,0,43805
NT12233_340,1,T1PKS|NRPS,c00043_ZG-13.4..,0,54647
NT12233_340,1,thiopeptide,c00062_ZG-13.4..,131243,157536
NT12233_340,1,siderophore,c00070_ZG-13.4..,0,11351
NT12233_340,1,NRPS|NRPS-like,c00075_ZG-13.4..,0,21431
NT12234,1,NRPS,3,7516,51398
NT12234,1,thiopeptide,4,21918,48211
NT12234,1,NRPS|T1PKS,24,0,72427
NT12234,1,NRPS|T1PKS,32,0,41377
NT12234,1,siderophore,40,0,11489
NT12235,1,NRPS,72,0,20602
NT12235,1,NRPS,77,0,19538
NT12235,1,siderophore,138,0,11577
NT12235,1,RiPP-like,318,0,3554
NT12236,1,thiopeptide,9,85610,111902
NT12236,1,NRPS|T1PKS,19,44870,86295
NT12236,1,NRPS,36,0,28691
NT12236,1,siderophore,75,0,12282
NT12237,1,NRPS,14,92174,120862
NT12237,1,thiopeptide,17,67502,89223
NT12237,1,RiPP-like,82,0,4675
NT12237,1,RiPP-like,88,0,3510
NT12238,1,thiopeptide,1,226366,252659
NT12238,2,NRPS,1,538065,581947
NT12238,1,NRPS|T1PKS,3,664,121257
NT12239,1,NRPS,15,1173,45055
NT12239,1,thiopeptide,22,25179,51472
NT12240,1,NRPS,13,28998,72880
NT12240,1,thiopeptide,24,23986,50279
NT12241,1,thiopeptide,5,167072,193365
NT12241,1,arylpolyene,8,139706,183294
NT12241,1,NRPS,13,11174,55056
NT12242,1,NRPS,11,90330,134212
NT12242,1,thiopeptide,37,17795,43671
NT12242,1,arylpolyene,49,3494,28360
NT12242,1,siderophore,61,6402,20644
NT12243,1,thiopeptide,6,82815,109108
NT12243,1,NRPS,55,0,24336
NT12243,1,RiPP-like,81,0,9184
NT12243,1,LAP,197,0,5177
NT12243,1,RiPP-like,227,0,3587
NT12243,1,RiPP-like,259,0,2511
NT12244,1,NRPS,11,51436,91045
NT12244,1,thiopeptide,14,31642,57935
NT12244,1,RiPP-like,206,0,3586
NT12244,1,RiPP-like,210,0,3372
NT12244,1,RiPP-like,248,0,2121
NT12245,1,NRPS,16,21795,50714
NT12245,1,T1PKS|NRPS,31,0,39689
NT12245,1,siderophore,36,0,14132
NT12245,1,LAP,77,0,14216
NT12245,1,RiPP-like,255,0,3610
NT12245,1,RiPP-like,293,0,2530
NT12246,1,arylpolyene,4,43692,87280
NT12246,1,T1PKS|NRPS,9,4699,60386
NT12246,1,thiopeptide,25,26467,52760
NT12246,1,NRPS,30,5012,48894
NT12246,1,siderophore,41,8011,22426
NT12247,1,thiopeptide,1,26467,52760
NT12247,1,NRPS|T1PKS,8,143759,199446
NT12247,1,arylpolyene,16,43692,87280
NT12247,1,NRPS,28,16967,60849
NT12247,1,siderophore,39,4199,18614
NT12248,1,NRPS|T1PKS,2,384,119261
NT12248,1,thiopeptide,8,125905,152198
NT12248,1,NRPS,24,6327,37819
NT12248,1,arylpolyene,33,0,15824
NT12249,1,NRPS,7,1184,45066
NT12249,1,arylpolyene,8,0,29356
NT12249,1,RiPP-like,27,5137,16673
NT12250,1,NRPS,2,5465,49347
NT12250,1,arylpolyene,7,135692,179280
NT12250,1,RiPP-like,53,0,7048
NT12251,1,NRPS|T1PKS,1,121023,176710
NT12251,1,thiopeptide,4,21967,48260
NT12251,1,NRPS,13,103761,147643
NT12251,1,RiPP-like,23,0,8693
NT12251,1,siderophore,35,0,13443
NT12252,1,NRPS|T1PKS,2,121023,176710
NT12252,1,NRPS,3,103837,147719
NT12252,1,thiopeptide,6,222514,248807
NT12252,1,RiPP-like,19,55883,64576
NT12252,1,siderophore,31,0,13443
NT12253,1,T1PKS|NRPS,1,279522,335209
NT12253,1,NRPS,2,80862,124744
NT12253,1,thiopeptide,7,222615,248908
NT12253,1,RiPP-like,19,72050,80743
NT12253,1,siderophore,30,6322,19765
NT12254,1,NRPS,10,0,28690
NT12254,1,thiopeptide,16,0,21723
NT12254,1,siderophore,49,8276,22690
NT12254,1,RiPP-like,63,5012,15264
NT12255,1,thiopeptide,10,66623,88345
NT12255,1,NRPS,24,0,28690
NT12255,1,RiPP-like,55,16665,26917
NT12255,1,siderophore,89,0,13606
NT12256,1,NRPS,4,37429,77044
NT12256,1,thiopeptide,10,5849,32142
NT12256,1,siderophore,100,5618,15077
NT12256,1,RiPP-like,331,0,3587
NT12257_761,1,siderophore,contigs_0014,3722,14877
NT12257_761,1,NRPS,contigs_0088,40066,68881
NT12257_761,1,thiopeptide,contigs_0165,49344,66220
NT12258,1,NRPS,13,0,28688
NT12258,1,thiopeptide,17,67502,89223
NT12258,1,RiPP-like,83,0,4675
NT12258,1,RiPP-like,88,0,3510
NT12259,1,thiopeptide,1,83310,109603
NT12259,1,NRPS,17,38958,82840
NT12260,1,thiopeptide,2,222514,248807
NT12260,1,NRPS,14,16306,60188
NT12260,1,T1PKS|NRPS,31,0,39816
NT12260,1,siderophore,41,0,13443
NT12260,1,RiPP-like,44,0,8693
NT12261,1,thiopeptide,1,213212,239505
NT12261,2,NRPS,1,557971,601853
NT12261,1,NRPS|T1PKS,17,67561,110023
NT12261,1,siderophore,43,0,10429
NT12262_762,1,siderophore,contigs_0028,0,11126
NT12262_762,1,NRPS,contigs_0034,233896,277778
NT12262_762,1,thiopeptide,contigs_0096,195872,222165
NT12262_762,1,NRPS|T1PKS,contigs_0120,0,42589
NT12263,1,NRPS|T1PKS,1,0,45207
NT12263,1,thiopeptide,5,103342,129635
NT12263,1,NRPS,12,27809,71691
NT12263,1,siderophore,35,0,10937
NT12264,1,NRPS,1,320093,363975
NT12264,1,NRPS|T1PKS,2,0,45207
NT12264,1,thiopeptide,11,103342,129635
NT12264,1,siderophore,31,5017,16506
NT12265,1,NRPS|T1PKS,1,0,45207
NT12265,1,NRPS,2,49393,93275
NT12265,1,thiopeptide,14,103342,129635
NT12265,1,siderophore,33,0,11489
NT12266,1,NRPS|T1PKS,1,0,45207
NT12266,1,NRPS,2,272634,316516
NT12266,1,thiopeptide,13,103342,129635
NT12266,1,siderophore,32,0,11489
NT12267,1,thiopeptide,7,0,21720
NT12267,1,NRPS,11,90565,119256
NT12267,1,siderophore,53,0,13619
NT12268,1,thiopeptide,5,25311,51603
NT12268,1,NRPS,53,0,27060
NT12269,1,thiopeptide,10,30953,57246
NT12269,1,NRPS|T1PKS,17,43252,98939
NT12269,1,NRPS,24,0,28688
NT12270,1,thiopeptide,9,24035,50328
NT12270,1,NRPS|T1PKS,18,43252,98939
NT12270,1,NRPS,24,61024,89712
NT12271,1,thiopeptide,4,35772,62065
NT12271,1,NRPS,9,4974,48856
NT12271,1,NRPS|T1PKS,23,23360,79047
NT12272,1,thiopeptide,1,0,21721
NT12272,1,NRPS|T1PKS,6,90145,145832
NT12272,1,NRPS,24,0,28691
